dealid,Actuals,Weight,Leads UW,dealvalue,Stage,Region,industry,billingtype,solcategory,projectType,businessimpact
4291,0,0.2,21978,752080.0,2,6,9,0,2,3,2
4295,190937,1.0,135000,1106000.0,0,1,11,2,2,1,0
4287,0,0.1,59048,80000.0,7,6,5,0,0,3,2
4300,13440,0.9,13440,224400.0,1,6,17,2,2,1,2
4304,1540,1.0,1540,44000.0,0,2,9,0,2,4,0
4299,3500,1.0,3500,21000.0,0,6,4,0,3,0,0
5267,11200,1.0,11200,67200.0,0,7,15,2,2,1,0
5212,0,0.25,30909,214368.0,7,6,5,2,0,4,0
5215,10859,1.0,10859,62194.0,0,7,20,2,2,4,0
5204,2995,1.0,2617,10466.0,0,3,14,2,1,1,2
5203,0,1.0,1167,4667.0,0,3,14,2,1,1,2
5221,5000,1.0,5000,10000.0,0,6,4,0,0,0,2
5192,44000,1.0,44000,153500.0,0,7,16,0,0,4,0
5238,0,0.5,31875,51170.0,4,6,15,0,0,3,2
5240,161520,1.0,207842,1077120.0,0,6,11,2,2,4,0
5251,0,1.0,870,35870.0,0,6,11,2,0,4,0
5257,0,0.5,23760,40832.0,1,7,16,2,2,4,0
5266,0,0.1,3750,12000.0,7,3,4,0,0,4,2
5276,31250,1.0,21250,31250.0,0,7,12,0,0,4,0
5373,7600,0.6,15742,136800.0,1,5,22,2,2,4,2
5282,12880,1.0,14080,77824.0,0,2,5,2,2,1,0
5284,55000,1.0,50794,350640.0,0,6,11,2,2,4,2
5301,0,0.9,40000,175000.0,1,6,19,2,0,4,0
5308,0,0.5,23000,179000.0,4,2,17,0,2,4,2
5316,19360,1.0,10700,51840.0,0,6,17,2,2,1,2
5328,0,0.3,6195,76666.0,4,3,17,0,0,4,0
5331,0,0.3,22400,92400.0,4,6,11,2,0,4,0
5344,48377,0.85,46667,442298.0,11,3,5,2,2,4,2
5385,0,0.1,417,5000.0,7,3,17,0,0,3,2
5392,0,0.3,5417,66092.0,4,3,1,2,1,1,1
5187,60840,1.0,68640,483600.0,0,6,19,2,2,4,0
5409,37600,1.0,37600,37600.0,0,6,20,0,0,3,0
5397,0,0.3,54310,105000.0,4,4,20,0,2,3,2
5277,473,1.0,9000,278500.0,0,7,9,2,0,1,0
5177,0,0.9,1813,3600.0,1,7,12,1,1,1,0
5034,0,0.1,26786,50000.0,8,6,9,0,0,4,0
5163,0,0.25,19429,262000.0,5,5,14,2,2,4,0
4980,400,1.0,400,2800.0,0,5,18,0,0,4,0
5412,17000,0.9,32500,185000.0,1,6,20,0,0,0,1
4982,0,0.6,1429,70000.0,1,5,14,0,0,3,0
4997,0,0.3,1821,8500.0,4,3,1,0,0,3,2
5011,0,0.5,79829,304800.0,1,5,20,0,0,3,2
5032,60588,1.0,60760,219520.0,0,6,18,0,0,4,1
5042,0,0.1,21871,226000.0,7,6,11,2,2,3,0
5043,0,0.9,39286,50000.0,1,4,19,0,0,4,2
5044,0,0.1,34800,58000.0,4,4,19,0,0,3,2
5051,5797,1.0,41667,250000.0,0,2,13,2,3,1,1
5054,0,0.5,21786,49000.0,1,2,1,0,2,4,0
5063,125112,1.0,151234,481200.0,0,7,20,0,0,4,2
5076,33240,1.0,12295,96480.0,0,6,11,2,2,4,0
5086,0,0.9,14972,98000.0,1,6,1,0,3,4,2
5092,0,0.9,1400,58800.0,1,6,18,0,0,4,0
5103,0,0.8,10000,6400.0,2,2,9,0,2,4,1
5107,16632,1.0,17571,35000.0,0,6,11,2,2,0,2
5117,0,0.9,32237,180900.0,1,5,0,0,0,3,0
5121,37752,1.0,63336,456456.0,0,6,19,2,2,4,0
5123,0,0.1,34286,40000.0,7,7,9,0,0,4,0
5124,8448,1.0,8448,52608.0,0,6,11,2,2,4,0
5128,0,0.3,19294,574000.0,1,5,19,0,0,3,0
5140,78040,0.9,200000,445400.0,3,5,0,2,2,3,0
5141,56260,1.0,60000,74800.0,0,6,12,0,2,3,1
5142,0,0.3,32547,115000.0,4,2,1,0,0,4,0
5143,42848,1.0,39565,138480.0,0,6,4,2,2,4,0
5153,0,0.1,8152,122244.0,7,6,11,2,2,4,0
5170,27767,1.0,27767,95200.0,0,2,17,0,3,0,0
5413,0,0.9,12152,63800.0,1,6,12,0,0,3,0
5827,0,0.25,3704,200000.0,7,5,19,0,2,3,0
5421,0,0.1,9722,50000.0,7,5,7,0,0,3,0
5746,0,0.9,53200,65000.0,1,6,18,0,3,0,1
5750,0,0.2,1607,135000.0,4,5,0,0,0,3,1
5752,0,0.1,85869,349200.0,7,6,20,2,0,3,2
5755,0,0.3,10000,10000.0,4,6,11,0,0,3,0
5767,0,0.0,1346,350000.0,1,7,16,2,2,4,0
5770,0,0.5,25600,110568.0,1,5,0,0,0,3,2
5774,6426,1.0,83333,500000.0,0,2,13,2,3,1,1
5779,0,0.3,876,79683.0,4,5,4,0,2,0,0
5783,0,0.3,17857,50000.0,7,6,7,2,2,0,0
5784,0,0.1,8114,71000.0,7,7,5,0,0,3,0
5792,0,0.3,9524,50000.0,7,7,20,0,0,3,0
5797,0,0.5,4847,475040.0,7,6,16,0,0,4,0
5821,0,0.3,2813,42000.0,4,7,6,2,2,1,0
5823,0,0.1,35714,125800.0,7,5,7,2,2,0,0
5824,0,0.3,11000,28950.0,7,1,20,2,2,1,0
5838,0,0.1,77125,413170.0,7,6,20,2,1,1,2
5857,0,0.3,22493,108000.0,4,6,17,0,0,3,2
5858,0,0.25,21429,30000.0,5,6,9,0,2,4,0
5870,20880,0.9,20123,185136.0,2,5,20,0,2,4,0
5882,0,0.5,71808,400000.0,3,6,9,0,2,4,1
5889,26389,1.0,26389,26389.0,0,7,21,0,0,3,0
5904,0,0.5,20096,73440.0,1,5,0,0,0,3,0
5909,19352,1.0,19352,26389.0,0,7,21,0,0,3,0
5966,29784,0.0,0,176952.0,10,5,0,2,2,4,0
6059,66528,0.0,0,196416.0,10,3,11,2,2,4,0
6200,35000,0.0,0,35000.0,10,5,11,0,0,4,1
4968,45100,1.0,47502,152880.0,0,6,4,0,0,3,2
5739,0,0.5,28810,207156.0,1,5,0,0,0,3,0
5713,244342,0.9,352939,330000.0,1,6,18,0,0,4,0
5709,1152,0.6,22687,115200.0,1,6,22,2,2,4,1
5707,29500,1.0,26724,100300.0,0,6,22,2,3,4,2
5423,0,0.1,68357,165000.0,7,6,19,0,0,3,0
5432,0,0.1,10428,443200.0,7,2,9,0,2,3,0
5436,0,0.25,1190,50000.0,5,6,9,0,2,4,0
5438,18000,1.0,18000,45000.0,0,2,17,0,3,3,0
5450,31406,1.0,25208,74392.0,11,4,19,2,2,4,0
5463,4380,1.0,13140,42048.0,0,5,0,0,2,3,0
5484,33616,0.9,34640,158720.0,2,6,15,2,2,4,1
5497,0,1.0,2000,10000.0,0,7,16,0,0,3,0
5507,34986,1.0,45276,123480.0,0,6,4,2,3,4,2
5508,7020,0.9,16714,46800.0,11,1,20,0,0,3,2
5530,35760,1.0,4721,35760.0,0,6,11,2,0,4,0
5543,4500,1.0,4500,13500.0,0,5,4,0,0,3,0
5544,0,0.1,63158,613600.0,7,5,5,2,0,3,0
5416,52800,1.0,52800,276000.0,0,2,17,0,3,0,0
5545,58960,0.9,27374,58960.0,11,5,11,0,0,3,0
5576,51325,0.0,0,153976.0,0,7,19,0,0,4,2
5587,81710,0.9,117900,420000.0,2,6,20,2,0,4,0
5594,0,0.1,1029,30000.0,8,0,16,0,0,3,2
5599,0,0.1,34043,100000.0,7,0,21,0,0,4,2
5610,41280,1.0,55040,137600.0,0,6,19,0,2,3,1
5613,37376,1.0,37376,140160.0,1,7,21,0,0,4,0
5637,0,0.1,1357,48742.0,7,3,1,0,0,3,1
5642,6960,1.0,6960,13920.0,0,5,20,0,2,4,0
5648,0,0.3,12343,40320.0,4,6,19,0,0,4,0
5650,15552,0.5,14880,40320.0,1,6,19,2,0,4,0
5652,0,0.25,131801,175000.0,4,6,11,0,0,4,0
5668,0,0.5,857,32000.0,4,1,11,0,2,3,1
5678,0,0.9,18643,51840.0,1,7,20,0,2,4,0
5553,0,0.4,1429,60000.0,7,1,1,0,2,4,0
4962,44000,1.0,55000,80000.0,0,1,20,0,0,4,0
5005,5000,0.9,5000,5000.0,1,7,16,0,3,3,0
4948,12800,0.9,12800,44800.0,11,3,1,2,0,4,0
3850,35040,1.0,31000,378690.0,0,6,22,2,0,4,0
3846,97500,1.0,57973,195000.0,0,5,14,0,2,4,2
3835,67500,1.0,75000,135000.0,0,6,11,0,0,3,0
3827,8250,1.0,5750,110000.0,0,6,19,2,0,0,1
3802,26860,1.0,54560,167320.0,0,5,11,2,2,4,2
3801,18760,0.8,62019,473600.0,1,7,11,2,2,4,2
3766,80072,1.0,73913,850000.0,0,6,19,2,2,4,0
3764,1875,1.0,1875,22500.0,0,1,14,0,2,1,0
3745,52630,1.0,29613,1006850.0,0,6,11,0,0,4,0
3740,45244,1.0,47000,407200.0,0,6,11,2,2,0,0
3707,5544,1.0,5808,102960.0,0,6,11,2,2,0,2
3679,54000,1.0,52800,410000.0,0,6,5,0,0,4,0
3677,321667,1.0,321667,1930000.0,0,6,11,0,0,1,0
3664,16368,1.0,34848,345312.0,0,6,11,2,2,0,0
3663,98472,1.0,117176,1228075.0,0,6,11,2,2,0,2
3662,93192,1.0,98736,1069596.0,0,6,11,2,2,0,2
3661,108834,1.0,121968,1442760.0,0,6,11,2,2,0,2
3660,111104,1.0,117176,1318429.0,0,6,11,2,2,0,0
3654,67000,1.0,75000,1250000.0,0,3,5,0,2,4,2
3642,175000,1.0,175000,1750000.0,0,6,11,2,2,4,2
3639,0,1.0,2000,24000.0,0,3,15,0,1,1,2
3632,0,0.9,12321,46000.0,1,5,18,0,0,3,0
3594,66666,1.0,66666,800000.0,0,6,9,0,0,1,0
3853,161714,1.0,161714,481600.0,0,6,9,0,0,3,0
3857,0,0.75,39000,550792.0,1,1,11,2,0,4,0
3859,65365,1.0,50825,753200.0,0,6,17,0,3,1,0
3865,39072,1.0,39072,200000.0,0,6,16,2,2,3,1
4189,0,0.1,1875,60000.0,7,7,20,0,0,3,0
4175,130416,1.0,130416,942248.0,0,7,21,0,0,4,2
4170,33500,1.0,30000,115000.0,0,1,9,0,0,3,2
4165,20064,1.0,146480,1000000.0,0,7,16,2,0,1,0
4120,99444,1.0,99444,895000.0,0,2,17,0,2,4,0
4115,8146,1.0,8146,86480.0,0,7,21,0,0,4,0
4105,14167,1.0,14167,170000.0,0,6,11,0,2,0,2
4096,16915,0.0,0,338300.0,0,5,18,0,2,4,0
4092,0,0.1,42857,130000.0,7,6,15,0,0,4,0
4089,0,0.1,16000,40000.0,7,7,15,2,0,3,1
4058,28000,1.0,4516,70000.0,0,5,16,0,0,3,0
3587,49280,1.0,49280,571200.0,0,6,17,2,2,1,0
4053,1000,1.0,1107,13000.0,0,5,4,2,0,0,2
4031,72000,1.0,89370,714960.0,0,6,11,2,2,0,0
4004,11600,1.0,8800,52000.0,0,7,12,2,2,4,0
3983,3758,0.0,0,45000.0,0,6,14,0,0,1,0
3976,64992,1.0,67310,676310.0,0,6,11,2,2,4,2
3973,56411,1.0,56412,200000.0,0,6,20,0,0,3,0
3928,25000,1.0,4150,205000.0,0,5,11,0,0,4,0
3925,10584,1.0,111936,800840.0,0,7,16,2,2,4,0
3895,2800,0.0,0,55000.0,0,2,15,0,3,4,0
3884,124375,1.0,124375,995000.0,0,2,17,0,2,4,2
3882,16666,1.0,16666,200000.0,0,6,17,0,2,1,0
3877,12896,1.0,13272,96000.0,0,7,16,0,2,4,0
4955,90856,1.0,106842,332400.0,0,6,4,0,0,4,0
4193,49500,1.0,12692,55000.0,0,6,15,0,0,3,0
3586,56320,1.0,56320,571200.0,0,6,17,2,2,1,0
3577,111875,1.0,111875,895000.0,0,2,17,0,2,4,0
2908,3500,1.0,3500,94500.0,0,7,18,0,0,4,0
2907,2580,1.0,2580,316200.0,0,5,18,0,0,4,0
2842,0,0.1,12632,48000.0,7,5,1,0,0,3,0
2841,0,0.4,49388,110000.0,5,6,19,0,0,3,2
2762,3477,1.0,37897,272550.0,0,2,9,0,2,4,2
2751,4800,1.0,7300,128000.0,0,6,9,0,0,4,0
2687,88920,1.0,69540,342000.0,0,5,14,0,2,4,0
2681,630,1.0,1260,99000.0,0,5,14,0,2,4,0
2673,88650,1.0,100000,900000.0,0,6,4,0,0,4,2
2587,129360,1.0,129360,1528800.0,0,7,21,0,0,4,2
2475,17920,0.9,14846,110040.0,1,7,20,2,2,0,2
2345,7570,1.0,8360,38000.0,0,1,4,2,0,4,2
2303,24000,1.0,24000,978432.0,0,6,17,0,0,1,2
2240,40128,1.0,41184,430560.0,0,5,11,2,3,0,2
2170,0,0.9,27590,124600.0,1,5,14,0,0,4,0
2090,10800,1.0,20000,250000.0,0,7,1,0,0,3,0
2086,29000,1.0,103472,393200.0,0,6,15,0,0,4,0
2009,33440,1.0,43889,395000.0,0,6,11,2,0,4,0
1998,0,0.75,25568,150000.0,4,7,15,0,0,3,0
1960,238148,1.0,278432,3575295.0,0,6,9,2,2,3,0
1947,6525,1.0,6525,65250.0,0,7,16,0,2,1,0
1740,0,1.0,23177,1502000.0,0,6,19,2,2,0,2
1262,0,1.0,203,110000.0,0,6,1,0,0,3,0
2988,20832,0.0,0,125322.0,0,7,20,2,2,4,0
3019,0,0.9,123829,315200.0,1,5,0,0,0,4,0
3054,61630,1.0,101250,645000.0,0,7,18,0,0,4,0
3059,17520,1.0,17520,607360.0,0,7,21,0,0,4,2
3553,20000,1.0,20000,240000.0,0,5,14,0,3,0,0
3550,4500,1.0,4500,54000.0,0,5,18,0,0,1,0
3530,55620,1.0,65000,700000.0,0,6,19,2,0,4,0
3529,102600,1.0,90000,1140000.0,0,6,19,2,0,4,0
3522,0,0.3,31400,85800.0,8,6,19,0,2,4,0
3485,138960,1.0,114973,1404000.0,0,6,19,2,0,3,0
3484,42440,1.0,42440,490380.0,0,6,22,2,3,1,2
3482,13000,1.0,13024,156000.0,0,6,15,2,0,0,0
3475,31558,1.0,44792,101800.0,0,6,9,0,0,4,0
3382,4351,1.0,4227,49638.0,0,6,11,2,2,4,0
3381,15590,1.0,14995,177869.0,0,6,11,2,2,4,0
3583,39072,1.0,48000,568320.0,0,7,11,2,2,4,0
3380,5438,1.0,5284,62047.0,0,6,11,2,2,4,0
3378,14321,1.0,13915,163391.0,0,6,11,2,2,4,0
3377,24671,1.0,30277,99360.0,0,6,18,0,0,3,0
3372,12014,0.0,0,30034.0,0,3,1,0,0,3,0
3267,0,0.1,20000,500000.0,7,5,1,0,0,4,0
3211,16500,1.0,8000,65000.0,0,0,1,0,0,3,2
3170,16632,1.0,16632,378756.0,0,6,11,2,2,0,2
3160,20000,1.0,20000,99250.0,0,6,15,0,0,0,2
3147,0,0.2,47802,139200.0,8,1,9,2,0,4,2
3130,90000,0.0,0,140000.0,0,7,21,2,0,3,0
3123,1120,0.0,0,11200.0,0,3,1,2,1,1,0
3121,0,1.0,23334,46666.67,0,3,14,0,0,3,0
3379,15840,1.0,15391,180720.0,0,6,11,2,2,4,0
4202,16000,1.0,30000,90000.0,0,6,9,0,2,4,0
3902,0,1.0,12523,102700.0,0,1,14,2,2,4,0
4212,82104,1.0,96360,525000.0,0,5,11,2,2,4,2
4468,40224,0.0,0,131000.0,0,6,11,2,2,3,0
4469,106400,0.75,42350,334200.0,1,5,1,2,2,0,0
4492,0,0.1,21481,65160.0,7,6,11,0,0,1,0
4499,57803,0.9,61937,1503000.0,3,6,4,0,0,4,2
4505,0,0.3,10000,10000.0,4,6,9,0,0,3,2
4508,77120,1.0,77120,269920.0,11,6,9,0,2,4,0
4515,0,0.1,28500,65000.0,4,4,19,0,0,3,2
4520,155520,1.0,126720,518400.0,0,6,9,2,2,4,0
4532,1067,1.0,2327,26300.0,0,3,19,2,3,3,0
4535,0,0.75,8077,93000.0,1,5,18,0,2,4,2
4542,83942,1.0,69640,287800.0,0,5,20,2,0,3,2
4548,45600,1.0,50000,503968.0,0,6,11,2,2,4,0
4551,7240,1.0,9652,21720.0,0,6,18,0,2,4,1
4554,0,0.9,1563,50000.0,1,7,19,0,3,3,0
4562,1975,1.0,1975,27650.0,0,1,14,0,2,0,0
4570,0,0.9,4062,67200.0,11,3,1,2,2,4,2
4573,22500,0.9,6792,45000.0,1,5,19,0,2,4,2
4581,0,0.3,66429,69696.0,5,3,11,2,2,4,0
4603,79710,0.0,0,644120.0,0,6,20,0,0,4,2
4605,0,0.3,41568,97200.0,4,6,19,2,3,0,1
4606,0,0.1,25000,261828.0,7,5,12,0,0,4,0
4611,6992,1.0,8464,199160.0,0,5,20,2,2,4,0
4614,4500,1.0,5000,10000.0,0,5,19,0,2,3,0
4463,16104,1.0,23232,185000.0,0,6,11,2,2,0,2
4453,0,0.3,1368,5000.0,4,3,16,0,1,3,0
4447,62667,1.0,62667,141000.0,0,6,20,0,0,4,0
4446,0,0.5,170000,672600.0,5,6,19,0,0,4,1
4295,181428,1.0,160000,1106000.0,0,1,11,2,2,1,0
4206,16368,1.0,34848,213840.0,0,6,11,2,3,4,2
4300,14080,0.9,14080,224400.0,1,6,17,2,2,1,2
4317,47750,1.0,47750,393000.0,0,6,1,0,0,4,2
4319,6584,1.0,7282,85500.0,0,3,19,2,3,3,0
4324,53125,1.0,53125,425000.0,0,2,17,0,2,4,0
4333,0,0.3,3947,300000.0,4,7,20,2,0,3,2
4353,134250,1.0,134250,895000.0,0,2,17,0,2,4,0
4363,80750,0.0,0,85000.0,1,7,12,0,0,3,0
4364,28800,1.0,28800,144000.0,0,6,15,2,0,4,2
4370,0,0.1,20680,122080.0,7,7,20,2,0,1,2
4620,28050,1.0,28050,168300.0,0,6,19,0,0,4,2
4380,57500,1.0,46000,92000.0,0,1,7,0,2,4,0
4387,96000,1.0,120000,320000.0,0,7,17,0,0,3,0
4388,2939,1.0,3667,35270.0,0,3,17,2,2,4,0
4399,3667,1.0,3667,44000.0,0,3,17,2,2,4,0
4401,9600,1.0,4046,48000.0,0,5,18,0,0,0,0
4405,0,0.9,3240,200000.0,1,2,15,0,0,4,2
4411,0,0.3,11505,21964.0,4,3,11,0,0,4,0
4419,18500,1.0,18500,178000.0,0,6,16,2,2,0,0
4420,5280,1.0,5280,75000.0,0,7,16,0,2,4,0
4422,18286,1.0,5309,25600.0,0,6,12,0,3,4,2
4436,8176,1.0,8176,110960.0,0,7,21,0,0,1,2
4443,0,0.9,52986,107800.0,1,6,21,2,2,0,0
4381,140800,1.0,140800,428800.0,0,5,20,2,2,4,0
4621,28050,1.0,28050,168300.0,0,6,19,0,0,4,2
4433,44200,1.0,44200,397800.0,0,2,17,0,3,1,0
4648,22304,1.0,22304,223040.0,0,5,14,0,2,4,0
4856,25000,0.9,17857,50000.0,1,7,8,0,0,3,0
4865,0,0.7,3714,25000.0,7,2,4,0,0,4,0
4880,42000,1.0,30000,60000.0,0,5,14,0,3,3,0
4902,28800,1.0,28800,180000.0,0,6,15,2,0,4,2
4907,31040,1.0,31040,77600.0,0,6,4,0,2,4,0
4910,21000,1.0,2258,70000.0,0,6,20,0,3,4,0
4921,0,0.1,55500,6000.0,7,3,20,1,1,4,2
4923,0,0.9,7857,10000.0,1,3,1,0,0,3,2
4927,28178,1.0,43350,66300.0,0,6,14,0,0,3,0
4936,25500,1.0,25500,204000.0,0,6,9,0,0,4,0
4937,220682,1.0,135395,1148060.0,0,5,9,0,2,4,0
4284,42000,0.9,37154,322000.0,1,5,7,0,0,3,2
4278,5256,1.0,6048,57024.0,0,7,6,2,2,4,1
4277,10000,0.0,0,10000.0,0,5,18,0,2,4,0
4276,0,0.75,39286,105000.0,1,2,11,0,0,3,2
4272,2187,1.0,2187,35500.0,0,2,17,0,2,0,0
4264,41900,1.0,52800,80000.0,0,6,9,0,0,3,2
4244,25664,1.0,32000,307200.0,0,6,22,2,2,1,0
4233,64840,1.0,65000,421460.0,0,6,22,2,3,4,0
4229,0,0.9,50760,315000.0,1,1,5,0,2,4,0
4225,84375,1.0,84375,450000.0,0,7,20,0,0,3,0
4214,12000,0.0,0,15000.0,0,6,19,0,0,3,2
4643,16000,1.0,22000,40000.0,0,6,19,0,0,3,0
4821,0,0.3,1429,555000.0,7,5,21,2,2,4,2
4811,10960,1.0,15160,53664.0,0,5,20,0,2,4,0
4289,0,0.9,13643,38200.0,1,5,11,0,0,3,0
4805,0,0.75,25000,50000.0,1,6,17,0,2,3,2
4650,7500,0.9,8571,30000.0,1,7,16,0,3,3,0
4658,19200,1.0,1880,128000.0,0,7,19,0,0,3,2
4810,96430,1.0,96430,300000.0,0,4,19,2,2,4,2
4668,1016,1.0,1016,25406.0,0,7,20,0,2,4,0
4670,82000,1.0,82000,255400.0,0,6,18,0,0,3,0
4671,13960,1.0,13960,54200.0,0,7,21,0,0,3,2
4677,120840,1.0,127160,515000.0,0,5,1,2,0,0,2
4689,60873,1.0,52933,158800.0,0,6,19,0,0,3,2
4695,0,0.7,21646,541150.0,1,2,11,2,2,4,0
4696,12000,1.0,6000,60000.0,0,1,20,0,0,3,0
4698,0,0.9,1940,48500.0,1,7,14,0,0,3,2
4708,0,0.3,9257,81000.0,4,7,5,0,0,3,0
4693,7100,1.0,15619,106352.0,0,5,0,0,2,4,0
4765,42200,1.0,40000,168800.0,0,6,15,0,0,4,0
4727,5000,1.0,5000,30000.0,0,2,9,0,2,1,0
4734,0,1.0,21111,95000.0,0,7,21,0,0,3,2
4735,29028,1.0,18143,58056.0,0,7,21,0,0,3,2
4737,82720,1.0,103400,376000.0,0,6,19,0,0,3,2
4756,0,1.0,60480,138240.0,0,5,11,2,0,4,0
4758,0,0.7,13577,35640.0,1,6,11,2,0,4,0
4799,488929,1.0,488929,2200000.0,0,6,18,0,0,3,1
4784,0,0.9,5099,3361.0,1,3,7,1,1,1,2
4794,10824,1.0,11616,154000.0,0,6,11,2,2,0,2
4796,0,0.85,92236,5936344.0,3,3,1,0,0,4,2
4723,0,0.1,32857,50000.0,7,5,15,0,3,4,2
5592,0,0.1,38720,176000.0,7,2,11,2,2,4,0
5507,36692,1.0,39690,123480.0,0,6,4,2,3,4,2
5587,80730,1.0,117900,420000.0,0,6,20,2,0,4,0
5616,0,0.1,1290,20000.0,8,6,15,3,0,4,1
5613,14016,1.0,25696,140160.0,0,7,21,0,0,4,0
5576,64325,1.0,51325,153976.0,0,7,19,0,0,4,2
5535,0,0.3,29000,190000.0,4,2,9,0,2,4,1
5565,0,0.3,30476,128000.0,1,5,12,0,2,4,0
5533,20685,0.9,60062,248220.0,11,5,14,0,2,3,0
5501,0,0.5,54600,115000.0,4,2,16,0,2,3,1
5513,235448,0.9,219678,1773440.0,2,5,20,0,2,4,0
5610,27520,1.0,68800,137600.0,0,6,19,0,2,3,1
5373,33440,1.0,31484,136800.0,0,5,22,2,2,4,2
5571,0,0.1,5040,32760.0,2,6,19,0,2,0,1
5637,0,0.3,19729,48742.0,4,3,1,0,0,3,1
5599,0,0.1,10526,100000.0,7,0,21,0,0,4,2
5652,0,0.3,147048,175000.0,6,6,11,0,0,4,0
5707,23600,1.0,23600,100300.0,0,6,22,2,3,4,2
5709,15360,0.6,23469,115200.0,1,6,22,2,2,4,1
5553,20000,0.4,10714,60000.0,1,1,1,0,2,4,0
5668,25600,0.5,28810,32000.0,1,1,11,0,2,3,1
5676,0,0.1,14000,105600.0,7,6,19,2,0,4,0
5641,0,0.9,15531,64800.0,4,6,20,0,0,3,2
5678,0,0.9,25920,51840.0,1,7,20,0,2,4,0
5713,108597,0.9,0,330000.0,11,6,18,0,0,4,0
5594,0,0.3,30000,30000.0,4,0,16,0,0,3,2
5543,0,1.0,2700,13500.0,0,5,4,0,0,3,0
5690,72240,0.3,87719,361200.0,4,2,17,0,3,1,1
5597,0,0.1,10000,10000.0,8,6,1,0,0,3,0
5530,0,1.0,4569,35760.0,0,6,11,2,0,4,0
5284,74976,1.0,49155,350640.0,0,6,11,2,2,4,2
5490,100000,0.3,0,100000.0,7,3,5,0,2,4,0
5722,0,0.8,12429,48000.0,1,5,11,2,2,4,2
5204,0,1.0,2617,10466.0,0,3,14,2,1,1,2
5063,218946,1.0,141152,481200.0,0,7,20,0,0,4,2
5051,5270,1.0,14000,250000.0,0,2,13,2,3,1,1
5240,130000,1.0,201138,1077120.0,0,6,11,2,2,4,0
5277,710,1.0,14000,278500.0,0,7,9,2,0,1,0
5256,0,0.2,2500,35000.0,7,5,5,0,0,3,0
5282,11200,1.0,14080,77824.0,0,2,5,2,2,1,0
5257,10208,0.5,40832,40832.0,1,7,16,2,2,4,0
5238,0,0.9,35000,51170.0,1,6,15,0,0,3,2
5276,0,1.0,10000,31250.0,0,7,12,0,0,4,0
5249,0,0.3,12000,33600.0,4,2,16,0,0,3,0
5267,11200,1.0,11200,67200.0,0,7,15,2,2,1,0
5301,43200,0.9,40000,175000.0,11,6,19,2,0,4,0
5316,21780,1.0,0,51840.0,0,6,17,2,2,1,2
5385,0,0.3,4583,5000.0,7,3,17,0,0,3,2
5412,42000,1.0,42000,185000.0,0,6,20,0,0,0,1
5390,0,0.3,52764,38000.0,4,3,1,0,0,3,1
5391,0,0.3,13000,13000.0,4,3,1,0,0,3,1
5392,0,0.3,10835,66092.0,4,3,1,2,1,1,1
5413,31900,0.9,36457,63800.0,1,6,12,0,0,3,0
5308,0,0.5,52000,179000.0,4,2,17,0,2,4,2
5416,52800,1.0,52800,276000.0,0,2,17,0,3,0,0
5450,42986,1.0,40472,74392.0,0,4,19,2,2,4,0
5287,0,0.1,24000,120000.0,4,6,14,0,0,3,0
5432,0,0.1,85120,443200.0,7,2,9,0,2,3,0
5430,0,0.9,8338,214000.0,1,2,21,0,0,3,0
5438,18000,1.0,18000,45000.0,0,2,17,0,3,3,0
5508,23400,1.0,30086,46800.0,0,1,20,0,0,3,2
5484,91489,1.0,34640,158720.0,0,6,15,2,2,4,1
5767,0,0.0,32692,350000.0,1,7,16,2,2,4,0
6102,100000,0.7,115657,311040.0,5,6,20,0,0,4,0
5770,0,0.9,80000,110568.0,1,5,0,0,0,3,2
5706,0,0.3,29619,198450.0,4,7,12,0,0,4,0
6001,0,0.0,83920,177200.0,1,6,1,0,2,4,0
5996,40000,0.9,21714,40000.0,1,6,11,0,0,4,0
6014,28800,1.0,28800,115200.0,11,6,15,2,0,4,2
6046,1000,0.4,0,24000.0,4,3,1,2,1,1,2
6038,10800,0.8,10800,21600.0,1,2,17,0,0,4,2
6079,0,0.0,63712,382272.0,1,7,16,2,3,4,2
6078,0,0.8,14286,100000.0,7,6,11,2,2,4,0
6075,0,0.9,12800,12474.0,11,6,12,0,3,4,2
6059,62568,0.5,58000,196416.0,2,3,11,2,2,4,0
5649,12672,0.5,317070,25920.0,1,1,1,2,0,4,0
6107,48960,0.5,0,253440.0,2,6,9,2,2,4,0
6084,0,0.3,29767,82564.0,4,6,9,0,0,3,0
6167,20520,0.5,0,43200.0,7,1,1,2,0,4,0
6162,48333,0.9,0,290000.0,2,6,18,0,0,1,0
6145,35400,0.9,0,35400.0,5,6,20,0,0,4,0
6132,0,0.1,36667,220000.0,7,6,12,0,0,3,1
6131,0,0.1,41667,250000.0,7,6,12,0,2,3,1
5203,0,1.0,1167,4667.0,0,3,14,2,1,1,2
6100,79126,0.9,0,87344.0,2,4,19,2,2,4,0
6099,0,0.7,17280,69120.0,11,5,11,2,0,4,0
5997,34000,1.0,17000,34000.0,11,6,4,0,3,3,0
5890,36944,0.5,0,36944.0,7,7,21,0,0,3,0
5852,0,0.9,4708,4708.0,5,6,18,0,0,4,0
6183,47184,0.7,37152,66048.0,5,6,4,2,2,4,2
6179,1664,0.9,0,62400.0,7,7,21,0,0,4,0
6272,45120,0.0,0,48000.0,9,6,11,2,2,3,0
6261,10944,0.0,0,23040.0,9,1,1,2,0,4,0
